Country,Disaster Type,Total Deaths,Disaster_Occurred
Bangladesh,Collapse (Miscellaneous),12.0,1
Thailand,Fire (Miscellaneous),,1
Costa Rica,Air,10.0,1
India,Epidemic,19.0,1
Nicaragua,Storm,1.0,1
Chad,Epidemic,607.0,1
Republic Of Korea,Epidemic,6.0,1
Benin,Epidemic,300.0,1
Ethiopia,Epidemic,311.0,1
Gambia,Epidemic,21.0,1
El Salvador,Epidemic,24.0,1
Puerto Rico,Water,16.0,1
Puerto Rico,Water,43.0,1
Spain,Water,22.0,1
Morocco,Water,14.0,1
Indonesia,Water,481.0,1
Zimbabwe,Miscellaneous accident (General),13.0,1
India,Miscellaneous accident (General),29.0,1
Canada,Miscellaneous accident (General),6.0,1
Russian Federation,Miscellaneous accident (General),,1
Ukraine,Miscellaneous accident (General),,1
Russian Federation,Miscellaneous accident (General),24.0,1
India,Miscellaneous accident (General),,1
Spain,Miscellaneous accident (General),,1
Peru,Miscellaneous accident (General),120.0,1
India,Miscellaneous accident (General),31.0,1
Peru,Miscellaneous accident (General),,1
Bolivia (Plurinational State Of),Flood,30.0,1
Angola,Air,30.0,1
Uganda,Water,45.0,1
Pakistan,Water,34.0,1
Peru,Water,26.0,1
Philippines,Water,26.0,1
Nigeria,Water,40.0,1
Malaysia,Water,53.0,1
Greece,Water,24.0,1
Uganda,Water,41.0,1
Malawi,Water,24.0,1
South Africa,Storm,1.0,1
United States Of America,Storm,4.0,1
India,Road,36.0,1
India,Road,29.0,1
Peru,Road,31.0,1
India,Road,24.0,1
India,Road,41.0,1
Indonesia,Road,31.0,1
India,Road,25.0,1
India,Rail,,1
Honduras,Road,22.0,1
Bangladesh,Road,46.0,1
Peru,Road,27.0,1
United States Of America,Storm,12.0,1
United States Of America,Air,19.0,1
Jamaica,Drought,,1
Cyprus,Drought,,1
Afghanistan,Drought,37.0,1
Tajikistan,Drought,,1
India,Drought,20.0,1
China,Drought,,1
Madagascar,Drought,,1
Republic Of Moldova,Drought,2.0,1
Jordan,Drought,,1
Romania,Drought,,1
United States Of America,Drought,,1
Uzbekistan,Drought,,1
Armenia,Drought,,1
Azerbaijan,Drought,,1
Georgia,Drought,,1
Cuba,Drought,,1
China,Drought,,1
Bosnia And Herzegovina,Drought,,1
Mongolia,Drought,,1
China,Drought,,1
United States Of America,Drought,,1
Bulgaria,Drought,,1
Honduras,Drought,,1
Nicaragua,Drought,,1
Bolivia (Plurinational State Of),Drought,,1
Kenya,Road,17.0,1
Spain,Road,11.0,1
Netherlands (Kingdom Of The),Fire (Miscellaneous),9.0,1
United States Of America,Fire (Miscellaneous),11.0,1
United Republic Of Tanzania,Earthquake,,1
Iran (Islamic Republic Of),Road,12.0,1
United Republic Of Tanzania,Road,10.0,1
China,Storm,49.0,1
China,Industrial accident (General),20.0,1
Republic Of Korea,Storm,11.0,1
India,Extreme temperature,125.0,1
Argentina,Storm,4.0,1
El Salvador,Earthquake,844.0,1
Uganda,Road,11.0,1
Eswatini,Road,30.0,1
Kazakhstan,Extreme temperature,3.0,1
Russian Federation,Extreme temperature,145.0,1
Mozambique,Flood,79.0,1
Türkiye,Water,46.0,1
Nigeria,Road,23.0,1
Guatemala,Earthquake,6.0,1
Nepal,Epidemic,13.0,1
Malawi,Flood,59.0,1
Afghanistan,Extreme temperature,150.0,1
Australia,Flood,1.0,1
Bolivia (Plurinational State Of),Flood,41.0,1
Australia,Storm,1.0,1
Greece,Flood,11.0,1
India,Earthquake,20005.0,1
Pakistan,Earthquake,12.0,1
Venezuela (Bolivarian Republic Of),Air,24.0,1
Russian Federation,Water,19.0,1
United States Of America,Air,10.0,1
South Africa,Storm,14.0,1
Romania,Poisoning,,1
Portugal,Flood,6.0,1
Indonesia,Mass movement (wet),122.0,1
El Salvador,Earthquake,315.0,1
Ecuador,Industrial accident (General),,1
Australia,Storm,1.0,1
Indonesia,Mass movement (wet),63.0,1
United Republic Of Tanzania,Mass movement (wet),13.0,1
Sri Lanka,Flood,,1
Cameroon,Epidemic,28.0,1
Indonesia,Flood,130.0,1
Canada,Storm,11.0,1
Chile,Flood,,1
Philippines,Storm,55.0,1
Pakistan,Rail,15.0,1
Congo,Rail,45.0,1
China,Industrial accident (General),21.0,1
Philippines,Flood,2.0,1
Mongolia,Air,10.0,1
India,Epidemic,28.0,1
Kenya,Epidemic,9.0,1
Burkina Faso,Epidemic,1525.0,1
China,Earthquake,3.0,1
China,Explosion (Industrial),20.0,1
France,Flood,,1
Egypt,Road,10.0,1
Guatemala,Road,25.0,1
Guatemala,Road,28.0,1
Equatorial Guinea,Fire (Miscellaneous),1.0,1
Nigeria,Road,16.0,1
Nigeria,Road,13.0,1
Nigeria,Road,22.0,1
Nigeria,Road,18.0,1
Nigeria,Road,11.0,1
Nigeria,Water,19.0,1
Portugal,Collapse (Miscellaneous),70.0,1
Romania,Flood,,1
Guinea,Road,15.0,1
Spain,Water,11.0,1
Zimbabwe,Flood,13.0,1
Saudi Arabia,Miscellaneous accident (General),35.0,1
Thailand,Road,16.0,1
Japan,Storm,5.0,1
Australia,Flood,,1
India,Industrial accident (General),29.0,1
Suriname,Air,10.0,1
Nigeria,Fire (Miscellaneous),30.0,1
Zambia,Flood,5.0,1
Nigeria,Epidemic,16.0,1
Vanuatu,Storm,1.0,1
Ethiopia,Road,22.0,1
Hungary,Flood,,1
Ukraine,Flood,9.0,1
Central African Republic,Storm,3.0,1
India,Road,40.0,1
United States Of America,Earthquake,1.0,1
United States Of America,Air,21.0,1
United Kingdom Of Great Britain And Northern Ireland,Rail,13.0,1
United States Of America,Storm,7.0,1
Australia,Flood,,1
Syrian Arab Republic,Storm,27.0,1
Myanmar,Air,16.0,1
United States Of America,Storm,11.0,1
Georgia,Storm,,1
Malawi,Epidemic,20.0,1
United Republic Of Tanzania,Flood,5.0,1
Brazil,Explosion (Industrial),11.0,1
Sudan,Road,21.0,1
Senegal,Road,18.0,1
Angola,Air,16.0,1
Guinea,Road,14.0,1
Philippines,Road,14.0,1
Guinea,Explosion (Miscellaneous),22.0,1
Peru,Flood,,1
Guatemala,Road,14.0,1
Brazil,Road,12.0,1
Central African Republic,Epidemic,343.0,1
Argentina,Flood,,1
Japan,Earthquake,2.0,1
Kenya,Fire (Miscellaneous),67.0,1
Saudi Arabia,Epidemic,35.0,1
Niger,Epidemic,321.0,1
Democratic Republic Of The Congo,Epidemic,8.0,1
Portugal,Road,14.0,1
Netherlands Antilles,Water,15.0,1
Australia,Flood,3.0,1
United Kingdom Of Great Britain And Northern Ireland,Flood,,1
Kenya,Road,33.0,1
Peru,Road,18.0,1
China,Collapse (Miscellaneous),41.0,1
Zambia,Collapse (Industrial),10.0,1
United Republic Of Tanzania,Road,32.0,1
Japan,Water,28.0,1
South Africa,Road,29.0,1
Viet Nam,Air,16.0,1
Sudan,Air,15.0,1
Nigeria,Epidemic,340.0,1
Guinea,Water,52.0,1
Vanuatu,Storm,1.0,1
South Africa,Miscellaneous accident (General),43.0,1
United States Of America,Storm,4.0,1
Angola,Flood,48.0,1
Argentina,Storm,16.0,1
Nigeria,Water,55.0,1
Viet Nam,Water,16.0,1
China,Earthquake,2.0,1
Mongolia,Storm,16.0,1
Colombia,Flood,,1
Guadeloupe,Air,20.0,1
Mauritania,Water,11.0,1
Chad,Road,29.0,1
Egypt,Road,18.0,1
South Africa,Road,14.0,1
Togo,Epidemic,187.0,1
China,Road,25.0,1
China,Water,11.0,1
China,Road,23.0,1
Guinea,Road,13.0,1
Colombia,Explosion (Industrial),10.0,1
Argentina,Air,10.0,1
Haiti,Water,23.0,1
Indonesia,Water,27.0,1
Nigeria,Road,24.0,1
Niger,Road,20.0,1
Pakistan,Road,19.0,1
Morocco,Water,11.0,1
Thailand,Flood,83.0,1
Democratic Republic Of The Congo,Water,65.0,1
Iran (Islamic Republic Of),Collapse (Miscellaneous),2.0,1
Iran (Islamic Republic Of),Flood,32.0,1
Indonesia,Road,16.0,1
Japan,Fire (Miscellaneous),11.0,1
Namibia,Epidemic,134.0,1
China,Explosion (Industrial),54.0,1
South Africa,Explosion (Industrial),12.0,1
Ecuador,Flood,11.0,1
Thailand,Flood,2.0,1
Türkiye,Flood,4.0,1
Democratic Republic Of The Congo,Collapse (Industrial),70.0,1
China,Explosion (Industrial),13.0,1
China,Explosion (Industrial),18.0,1
Ghana,Miscellaneous accident (General),123.0,1
France,Flood,3.0,1
United States Of America,Storm,,1
United States Of America,Air,18.0,1
China,Explosion (Industrial),11.0,1
Madagascar,Water,27.0,1
Bangladesh,Storm,12.0,1
China,Collapse (Miscellaneous),12.0,1
Ghana,Water,21.0,1
Nigeria,Epidemic,84.0,1
Bangladesh,Storm,193.0,1
Canada,Epidemic,1.0,1
Iran (Islamic Republic Of),Road,17.0,1
Nigeria,Road,19.0,1
Türkiye,Air,34.0,1
Haiti,Flood,26.0,1
Yemen,Collapse (Miscellaneous),15.0,1
Democratic Republic Of The Congo,Flood,50.0,1
Taiwan (Province Of China),Explosion (Industrial),1.0,1
Benin,Water,11.0,1
Brazil,Flood,23.0,1
China,Earthquake,2.0,1
China,Explosion (Industrial),15.0,1
China,Explosion (Industrial),15.0,1
China,Mass movement (wet),74.0,1
China,Road,14.0,1
China,Road,22.0,1
Egypt,Fire (Miscellaneous),,1
Iran (Islamic Republic Of),Air,32.0,1
Nigeria,Road,16.0,1
Russian Federation,Rail,12.0,1
Russian Federation,Flood,10.0,1
Israel,Collapse (Miscellaneous),15.0,1
France,Flood,,1
China,Explosion (Industrial),38.0,1
Democratic Republic Of The Congo,Epidemic,66.0,1
Nigeria,Explosion (Miscellaneous),10.0,1
Afghanistan,Earthquake,4.0,1
Indonesia,Water,47.0,1
Bangladesh,Water,155.0,1
Uruguay,Flood,,1
Nigeria,Water,24.0,1
China,Fire (Miscellaneous),13.0,1
Pakistan,Road,15.0,1
Spain,Water,15.0,1
China,Flood,29.0,1
United States Of America,Storm,41.0,1
India,Flood,5.0,1
Iran (Islamic Republic Of),Air,10.0,1
Yemen,Storm,13.0,1
China,Road,33.0,1
Angola,Explosion (Miscellaneous),22.0,1
Madagascar,Water,20.0,1
Iran (Islamic Republic Of),Road,47.0,1
Viet Nam,Road,15.0,1
Ecuador,Flood,47.0,1
Vanuatu,Volcanic activity,,1
Somalia,Explosion (Miscellaneous),22.0,1
Somalia,Water,86.0,1
Russian Federation,Storm,,1
Nigeria,Road,19.0,1
India,Road,15.0,1
Iran (Islamic Republic Of),Road,12.0,1
United States Of America,Flood,,1
Malaysia,Water,14.0,1
Russian Federation,Storm,8.0,1
United States Of America,Storm,2.0,1
Pakistan,Storm,4.0,1
United States Of America,Flood,1.0,1
United States Of America,Storm,1.0,1
Peru,Flood,9.0,1
Ghana,Epidemic,,1
Bangladesh,Storm,21.0,1
Samoa,Flood,,1
Nigeria,Flood,,1
Uganda,Flood,1.0,1
Panama,Flood,,1
Nepal,Epidemic,13.0,1
Niger,Road,15.0,1
Chile,Storm,2.0,1
India,Rail,57.0,1
Romania,Flood,7.0,1
Iran (Islamic Republic Of),Road,17.0,1
Syrian Arab Republic,Road,27.0,1
United Republic Of Tanzania,Road,26.0,1
China,Storm,125.0,1
Taiwan (Province Of China),Storm,9.0,1
Peru,Earthquake,145.0,1
Egypt,Explosion (Industrial),19.0,1
Nigeria,Road,18.0,1
Philippines,Volcanic activity,,1
Nepal,Mass movement (wet),144.0,1
Cameroon,Flood,30.0,1
United States Of America,Water,15.0,1
Australia,Storm,,1
China,Explosion (Industrial),46.0,1
United States Of America,Wildfire,1.0,1
Bangladesh,Water,150.0,1
China,Flood,11.0,1
Nigeria,Road,15.0,1
Puerto Rico,Flood,2.0,1
Türkiye,Flood,3.0,1
Ukraine,Explosion (Industrial),10.0,1
Sudan,Road,14.0,1
India,Road,36.0,1
China,Road,28.0,1
Ghana,Flood,12.0,1
Iran (Islamic Republic Of),Road,10.0,1
Nigeria,Road,26.0,1
Russian Federation,Air,145.0,1
Viet Nam,Storm,30.0,1
Philippines,Storm,232.0,1
Timor-Leste,Flood,1.0,1
Côte D’Ivoire,Road,19.0,1
China,Storm,33.0,1
France,Flood,,1
France,Storm,12.0,1
Nigeria,Road,12.0,1
Nigeria,Road,10.0,1
Pakistan,Mass movement (wet),15.0,1
Spain,Epidemic,2.0,1
India,Epidemic,16.0,1
Afghanistan,Epidemic,114.0,1
India,Flood,100.0,1
Venezuela (Bolivarian Republic Of),Air,13.0,1
Republic Of Korea,Flood,62.0,1
Germany,Explosion (Industrial),,1
India,Storm,21.0,1
India,Rail,31.0,1
India,Collapse (Miscellaneous),25.0,1
Canada,Wildfire,,1
Romania,Explosion (Miscellaneous),10.0,1
Colombia,Storm,5.0,1
Saint Helena,Storm,,1
Papua New Guinea,Earthquake,,1
Viet Nam,Explosion (Miscellaneous),,1
Denmark,Industrial accident (General),,1
China,Collapse (Miscellaneous),11.0,1
India,Flood,28.0,1
Japan,Flood,1.0,1
United States Of America,Storm,,1
Russian Federation,Infestation,,1
China,Infestation,,1
India,Water,50.0,1
France,Collapse (Miscellaneous),,1
China,Flood,22.0,1
Thailand,Storm,,1
Türkiye,Earthquake,,1
China,Flood,35.0,1
Viet Nam,Flood,9.0,1
China,Collapse (Industrial),21.0,1
China,Explosion (Industrial),41.0,1
Niger,Epidemic,237.0,1
Chile,Flood,,1
China,Collapse (Industrial),36.0,1
Ethiopia,Road,15.0,1
Chad,Epidemic,113.0,1
Kenya,Epidemic,14.0,1
Ghana,Epidemic,12.0,1
Togo,Epidemic,48.0,1
Zambia,Road,30.0,1
Iran (Islamic Republic Of),Flood,32.0,1
Pakistan,Flood,210.0,1
Argentina,Extreme temperature,14.0,1
Italy,Volcanic activity,,1
China,Explosion (Industrial),92.0,1
Japan,Miscellaneous accident (General),10.0,1
China,Mass movement (wet),19.0,1
Germany,Storm,6.0,1
Italy,Storm,,1
India,Flood,86.0,1
Russian Federation,Flood,11.0,1
China,Earthquake,,1
Poland,Flood,27.0,1
Slovakia,Flood,1.0,1
United Republic Of Tanzania,Epidemic,3.0,1
China,Flood,46.0,1
Bangladesh,Flood,9.0,1
Colombia,Mass movement (wet),14.0,1
Democratic Republic Of The Congo,Water,13.0,1
Egypt,Road,11.0,1
Argentina,Flood,,1
Yemen,Flood,33.0,1
Republic Of Korea,Flood,8.0,1
Russian Federation,Extreme temperature,276.0,1
China,Storm,100.0,1
Taiwan (Province Of China),Storm,100.0,1
China,Collapse (Miscellaneous),28.0,1
Indonesia,Flood,257.0,1
Nigeria,Flood,,1
India,Epidemic,33.0,1
Democratic People'S Republic Of Korea,Flood,10.0,1
Thailand,Water,16.0,1
India,Fire (Miscellaneous),25.0,1
Democratic Republic Of The Congo,Water,60.0,1
India,Mass movement (wet),27.0,1
Taiwan (Province Of China),Storm,5.0,1
Russian Federation,Air,10.0,1
Sudan,Flood,3.0,1
Romania,Explosion (Industrial),14.0,1
China,Storm,,1
Russian Federation,Flood,16.0,1
China,Mass movement (wet),34.0,1
Bangladesh,Fire (Industrial),16.0,1
North Macedonia,Road,10.0,1
China,Collapse (Industrial),13.0,1
Benin,Road,15.0,1
Côte D’Ivoire,Epidemic,21.0,1
Angola,Epidemic,30.0,1
Cameroon,Epidemic,3.0,1
Côte D’Ivoire,Epidemic,175.0,1
Malawi,Road,15.0,1
Kenya,Road,23.0,1
Zambia,Road,40.0,1
Zambia,Road,33.0,1
Yemen,Storm,17.0,1
Yemen,Road,20.0,1
Viet Nam,Storm,3.0,1
Indonesia,Road,22.0,1
India,Epidemic,12.0,1
India,Explosion (Industrial),25.0,1
India,Rail,14.0,1
Colombia,Road,23.0,1
Argentina,Wildfire,,1
China,Road,32.0,1
Philippines,Fire (Miscellaneous),73.0,1
Philippines,Flood,37.0,1
Ukraine,Explosion (Industrial),54.0,1
Sri Lanka,Rail,13.0,1
Ethiopia,Flood,5.0,1
Argentina,Road,20.0,1
Thailand,Flood,104.0,1
United States Of America,Wildfire,,1
Ghana,Road,19.0,1
Iran (Islamic Republic Of),Flood,412.0,1
Japan,Storm,9.0,1
China,Explosion (Industrial),11.0,1
Ecuador,Volcanic activity,,1
Türkiye,Road,12.0,1
Mozambique,Water,10.0,1
Bangladesh,Flood,,1
United States Of America,Flood,2.0,1
Philippines,Volcanic activity,,1
Indonesia,Rail,13.0,1
Uganda,Collapse (Miscellaneous),1.0,1
Ethiopia,Flood,,1
India,Flood,,1
United States Of America,Rail,,1
China,Industrial accident (General),200.0,1
China,Road,30.0,1
Colombia,Road,15.0,1
Nigeria,Road,13.0,1
United States Of America,Storm,3.0,1
United States Of America,Storm,,1
China,Storm,,1
Japan,Storm,1.0,1
United States Of America,Storm,,1
Thailand,Flood,,1
South Africa,Flood,,1
Mauritania,Flood,,1
Nigeria,Road,49.0,1
Cambodia,Flood,56.0,1
China,Storm,15.0,1
Mexico,Storm,,1
Gambia,Flood,1.0,1
Viet Nam,Flood,310.0,1
Indonesia,Rail,42.0,1
Nigeria,Flood,200.0,1
Japan,Explosion (Miscellaneous),44.0,1
Nigeria,Road,14.0,1
China,Water,11.0,1
Colombia,Wildfire,,1
South Africa,Wildfire,20.0,1
India,Mass movement (wet),16.0,1
India,Flood,10.0,1
Angola,Road,20.0,1
Bulgaria,Wildfire,,1
Malaysia,Flood,,1
Niger,Road,12.0,1
India,Rail,10.0,1
South Africa,Wildfire,11.0,1
Benin,Epidemic,57.0,1
Haiti,Road,22.0,1
Japan,Storm,7.0,1
Angola,Road,40.0,1
Somalia,Explosion (Miscellaneous),22.0,1
Estonia,Miscellaneous accident (General),22.0,1
India,Flood,158.0,1
Nigeria,Road,12.0,1
India,Rail,10.0,1
Guinea,Epidemic,12.0,1
Mexico,Air,19.0,1
Chad,Flood,100.0,1
Taiwan (Province Of China),Storm,80.0,1
China,Explosion (Industrial),23.0,1
Mali,Flood,2.0,1
China,Storm,12.0,1
India,Flood,48.0,1
Thailand,Flood,,1
China,Explosion (Industrial),10.0,1
Tajikistan,Flood,,1
Papua New Guinea,Epidemic,,1
China,Explosion (Industrial),17.0,1
Burkina Faso,Epidemic,6.0,1
China,Flood,27.0,1
France,Explosion (Industrial),31.0,1
China,Road,36.0,1
Angola,Road,48.0,1
Nigeria,Collapse (Miscellaneous),11.0,1
China,Mass movement (wet),11.0,1
Rwanda,Flood,10.0,1
India,Fire (Miscellaneous),14.0,1
Iran (Islamic Republic Of),Road,18.0,1
Brazil,Storm,13.0,1
Iran (Islamic Republic Of),Flood,,1
Indonesia,Earthquake,,1
China,Collapse (Miscellaneous),25.0,1
Italy,Air,118.0,1
Guinea,Flood,9.0,1
Niger,Epidemic,15.0,1
Mozambique,Epidemic,7.0,1
Chile,Road,22.0,1
Belize,Storm,30.0,1
Kenya,Epidemic,12.0,1
Democratic Republic Of The Congo,Epidemic,104.0,1
Democratic Republic Of The Congo,Epidemic,41.0,1
China,Collapse (Miscellaneous),13.0,1
Portugal,Wildfire,,1
Mexico,Flood,21.0,1
South Africa,Storm,,1
El Salvador,Flood,,1
Mexico,Storm,3.0,1
Bangladesh,Storm,12.0,1
United States Of America,Storm,,1
South Africa,Rail,,1
United States Of America,Storm,2.0,1
Bangladesh,Rail,3.0,1
India,Collapse (Industrial),20.0,1
United States Of America,Explosion (Industrial),13.0,1
Dominican Republic,Storm,3.0,1
Guatemala,Storm,8.0,1
Mexico,Storm,2.0,1
Democratic People'S Republic Of Korea,Flood,114.0,1
China,Mass movement (wet),14.0,1
Senegal,Chemical spill,,1
Russian Federation,Wildfire,,1
Russian Federation,Air,78.0,1
Viet Nam,Road,13.0,1
Nigeria,Road,11.0,1
Russian Federation,Extreme temperature,332.0,1
Burundi,Road,12.0,1
Uganda,Epidemic,14.0,1
Argentina,Flood,1.0,1
France,Storm,2.0,1
India,Storm,78.0,1
Iran (Islamic Republic Of),Road,20.0,1
Indonesia,Water,350.0,1
Viet Nam,Flood,20.0,1
Egypt,Road,14.0,1
China,Road,10.0,1
Switzerland,Road,11.0,1
Thailand,Explosion (Miscellaneous),17.0,1
Nigeria,Road,15.0,1
Nepal,Road,10.0,1
Philippines,Road,21.0,1
Philippines,Flood,4.0,1
South Africa,Road,10.0,1
China,Earthquake,1.0,1
China,Water,21.0,1
Malaysia,Flood,,1
United States Of America,Storm,,1
United States Of America,Storm,,1
Honduras,Storm,21.0,1
Peru,Mass movement (wet),20.0,1
United Arab Emirates,Fire (Miscellaneous),14.0,1
Thailand,Explosion (Industrial),11.0,1
Egypt,Water,20.0,1
Indonesia,Rail,20.0,1
Nigeria,Epidemic,24.0,1
Democratic Republic Of The Congo,Epidemic,72.0,1
Cayman Islands,Storm,,1
Haiti,Storm,,1
Nicaragua,Storm,16.0,1
Cuba,Storm,5.0,1
Türkiye,Water,13.0,1
Philippines,Storm,290.0,1
Jamaica,Storm,1.0,1
Türkiye,Mass movement (wet),9.0,1
Russian Federation,Air,11.0,1
India,Mass movement (wet),55.0,1
Egypt,Road,13.0,1
Algeria,Flood,921.0,1
Spain,Storm,10.0,1
Viet Nam,Road,10.0,1
United States Of America,Air,265.0,1
Viet Nam,Storm,20.0,1
Spain,Road,20.0,1
Nigeria,Epidemic,80.0,1
Nigeria,Explosion (Industrial),15.0,1
Russian Federation,Air,27.0,1
Egypt,Road,14.0,1
Nigeria,Road,26.0,1
India,Miscellaneous accident (General),14.0,1
Canary Islands,Flood,7.0,1
Democratic Republic Of The Congo,Water,26.0,1
China,Explosion (Industrial),14.0,1
Benin,Epidemic,21.0,1
Switzerland,Air,24.0,1
Colombia,Mass movement (wet),80.0,1
Brazil,Fire (Miscellaneous),6.0,1
Kyrgyzstan,Miscellaneous accident (General),20.0,1
Bangladesh,Water,90.0,1
Egypt,Road,17.0,1
Greece,Flood,,1
Ethiopia,Epidemic,311.0,1
Niger,Flood,4.0,1
United Kingdom Of Great Britain And Northern Ireland,Flood,,1
Indonesia,Rail,12.0,1
United States Of America,Collapse (Miscellaneous),11.0,1
China,Water,27.0,1
Malaysia,Flood,,1
Uganda,Mass movement (wet),11.0,1
Indonesia,Mass movement (wet),,1
Indonesia,Mass movement (wet),,1
Somalia,Flood,,1
Viet Nam,Flood,,1
Australia,Wildfire,,1
Russian Federation,Road,11.0,1
Cambodia,Fire (Miscellaneous),,1
Democratic Republic Of The Congo,Epidemic,20.0,1
Cook Islands,Storm,,1
Uganda,Fire (Miscellaneous),31.0,1
Poland,Extreme temperature,270.0,1
Gabon,Epidemic,50.0,1
Romania,Extreme temperature,10.0,1
South Africa,Flood,5.0,1
Türkiye,Flood,5.0,1
Afghanistan,Air,22.0,1
Benin,Epidemic,300.0,1
Afghanistan,Extreme temperature,177.0,1
Indonesia,Earthquake,,1
Bahamas,Storm,,1
Rwanda,Flood,2.0,1
Jordan,Road,52.0,1
Italy,Fire (Miscellaneous),19.0,1
Nigeria,Road,14.0,1
Nigeria,Road,18.0,1
Colombia,Air,16.0,1
Iran (Islamic Republic Of),Road,18.0,1
Angola,Air,40.0,1
India,Extreme temperature,48.0,1
Uganda,Flood,,1
Democratic Republic Of The Congo,Flood,,1
Nigeria,Road,16.0,1
Nigeria,Road,19.0,1
Hungary,Extreme temperature,81.0,1
Nigeria,Road,31.0,1
Nigeria,Road,14.0,1
Türkiye,Extreme temperature,29.0,1
Lesotho,Storm,,1
Lesotho,Storm,1.0,1
North Macedonia,Extreme temperature,15.0,1
Malaysia,Flood,11.0,1
Morocco,Flood,15.0,1
Egypt,Road,11.0,1
Brazil,Flood,50.0,1
Indonesia,Rail,54.0,1
China,Road,28.0,1
Australia,Wildfire,,1
Angola,Water,20.0,1
Bulgaria,Storm,2.0,1
Bangladesh,Road,36.0,1
Peru,Flood,6.0,1
Nigeria,Water,100.0,1
Peru,Fire (Miscellaneous),291.0,1
China,Explosion (Industrial),20.0,1
South Africa,Road,48.0,1
China,Explosion (Industrial),34.0,1
Democratic Republic Of The Congo,Mass movement (wet),12.0,1
Malawi,Flood,,1
Tonga,Storm,,1
Colombia,Flood,,1
Latvia,Extreme temperature,21.0,1
Lithuania,Extreme temperature,20.0,1
China,Flood,,1
Tajikistan,Mass movement (wet),1.0,1
Indonesia,Flood,15.0,1
Sierra Leone,Epidemic,12.0,1
Kenya,Epidemic,5.0,1
United States Of America,Wildfire,1.0,1
Brazil,Flood,12.0,1
United States Of America,Flood,9.0,1
India,Rail,13.0,1
China,Explosion (Industrial),33.0,1
Pakistan,Epidemic,,1
Somalia,Epidemic,33.0,1
Serbia Montenegro,Epidemic,,1
Congo,Epidemic,19.0,1
United Republic Of Tanzania,Epidemic,22.0,1
Bangladesh,Extreme temperature,6.0,1
Mexico,Storm,,1
Costa Rica,Flood,,1
Croatia,Flood,,1
China,Flood,66.0,1
China,Flood,166.0,1
China,Gas leak,,1
France,Flood,,1
Iran (Islamic Republic Of),Road,13.0,1
Iran (Islamic Republic Of),Road,26.0,1
Myanmar,Flood,51.0,1
Russian Federation,Wildfire,,1
Türkiye,Earthquake,,1
Greece,Earthquake,,1
Iran (Islamic Republic Of),Earthquake,,1
Peru,Earthquake,2.0,1
Guatemala,Extreme temperature,,1
Peru,Earthquake,4.0,1
Tajikistan,Storm,,1
China,Explosion (Industrial),11.0,1
Philippines,Storm,6.0,1
Norway,Flood,,1
Russian Federation,Air,18.0,1
India,Rail,12.0,1
Ukraine,Explosion (Industrial),11.0,1
China,Explosion (Industrial),27.0,1
China,Explosion (Industrial),11.0,1
China,Explosion (Industrial),14.0,1
Pakistan,Mass movement (wet),16.0,1
Mozambique,Flood,,1
China,Mass movement (wet),16.0,1
Ethiopia,Flood,,1
United States Of America,Extreme temperature,56.0,1
United States Of America,Storm,11.0,1
United States Of America,Flood,,1
United States Of America,Storm,,1
Kazakhstan,Flood,,1
Democratic Republic Of The Congo,Epidemic,502.0,1
Democratic Republic Of The Congo,Epidemic,25.0,1
Afghanistan,Epidemic,40.0,1
Malawi,Epidemic,502.0,1
New Zealand,Extreme temperature,,1
Indonesia,Water,31.0,1
Spain,Water,37.0,1
Lao People'S Democratic Republic,Flood,,1
Brazil,Miscellaneous accident (General),,1
Democratic Republic Of The Congo,Miscellaneous accident (General),10.0,1
Malawi,Epidemic,609.0,1
United Kingdom Of Great Britain And Northern Ireland,Epidemic,11.0,1
Zambia,Epidemic,11.0,1
Ethiopia,Epidemic,118.0,1
Burkina Faso,Epidemic,1447.0,1
Philippines,Storm,,1
Philippines,Storm,4.0,1
India,Flood,146.0,1
China,Storm,6.0,1
China,Storm,4.0,1
Bosnia And Herzegovina,Flood,,1
Serbia Montenegro,Flood,,1
Burkina Faso,Drought,,1
Mali,Drought,,1
Niger,Drought,,1
Chad,Drought,,1
Mozambique,Drought,,1
Cameroon,Drought,,1
Mozambique,Drought,9.0,1
Eswatini,Drought,,1
Zimbabwe,Drought,,1
China,Drought,,1
Angola,Drought,58.0,1
China,Drought,,1
Guatemala,Drought,41.0,1
Honduras,Drought,,1
Nicaragua,Drought,,1
El Salvador,Drought,,1
Brazil,Drought,,1
Republic Of Korea,Drought,,1
Mauritania,Drought,,1
Sri Lanka,Drought,,1
Cambodia,Drought,,1
Namibia,Drought,,1
France,Fire (Miscellaneous),12.0,1
Vanuatu,Earthquake,,1
Greece,Storm,2.0,1
Madagascar,Storm,2.0,1
Philippines,Flood,11.0,1
Iran (Islamic Republic Of),Road,19.0,1
Senegal,Water,13.0,1
India,Explosion (Miscellaneous),15.0,1
Nigeria,Road,50.0,1
Albania,Storm,6.0,1
Czechia,Storm,,1
United Republic Of Tanzania,Road,32.0,1
Tajikistan,Earthquake,3.0,1
Uganda,Storm,,1
United States Of America,Storm,24.0,1
Indonesia,Flood,21.0,1
Egypt,Water,40.0,1
Iran (Islamic Republic Of),Flood,11.0,1
Russian Federation,Flood,1.0,1
South Africa,Storm,,1
Senegal,Flood,28.0,1
China,Explosion (Industrial),25.0,1
